Product_id,Product_Name,Brand,Description,Categories,Initial_Price,Final_Price,Currency,Rating,Reviews_Count,Image_URL
294,SHEIN BAE Women's Dating & Valentine's Day Party Shoulder Bag,SHEIN,Free Returns ✓ Free Shipping✓. SHEIN BAE Women's Dating & Valentine's Day Party Shoulder Bag- Women Shoulder Bags at SHEIN.,"[{""name"":""Bags & Luggage"",""url"":""https://us.shein.com/Bags-Luggage-c-3637.html""},{""name"":""Women Bags"",""url"":""https://us.shein.com/Women-Bags-c-2043.html""},{""name"":""Women Shoulder Bags"",""url"":""https://us.shein.com/Women-Shoulder-Bags-c-1764.html""}]",9.5,5.7,USD,0.0,0,https://img.ltwebstatic.com/images3_pi/2024/06/24/0d/1719210379a8395a17ecd7d27cda30532ad0383fd4.jpg
295,"New Fashion Solid Color Shoulder Bag For Streetwear, Casual Handbag, Simple Crossbody Bag, Small Square Bag",SHEIN,"Free Returns ✓ Free Shipping✓. New Fashion Solid Color Shoulder Bag For Streetwear, Casual Handbag, Simple Crossbody Bag, Small Square Bag- Women Top Handle Bags at SHEIN.","[{""name"":""Bags & Luggage"",""url"":""https://us.shein.com/Bags-Luggage-c-3637.html""},{""name"":""Women Bags"",""url"":""https://us.shein.com/Women-Bags-c-2043.html""},{""name"":""Women Top Handle Bags"",""url"":""https://us.shein.com/Women-Top-Handle-Bags-c-2155.html""}]",7.3,6.8,USD,0.0,0,https://img.ltwebstatic.com/images3_spmp/2024/06/01/c9/1717214696398924a792737491a434e29a72d597ee.jpg
296,"1pc Trendy Gold Stainless Steel Green Cubic Zirconia Pendant Necklace, Everyday Jewelry Gift For Women",SHEIN,"Free Returns ✓ Free Shipping✓. 1pc Trendy Gold Stainless Steel Green Cubic Zirconia Pendant Necklace, Everyday Jewelry Gift For Women- Women Pendant Necklaces at SHEIN.","[{""name"":""Jewelry & Watches"",""url"":""https://us.shein.com/Jewelry-Watches-c-3634.html""},{""name"":""Women Fashion Jewelry"",""url"":""https://us.shein.com/Women-Fashion-Jewelry-c-3632.html""},{""name"":""Women Necklaces"",""url"":""https://us.shein.com/Women-Necklaces-c-4208.html""},{""name"":""Women Pendant Necklaces"",""url"":""https://us.shein.com/Women-Pendant-Necklaces-c-1755.html""}]",2.4,2.4,USD,0.0,0,https://img.ltwebstatic.com/images3_spmp/2024/08/09/60/1723193703ee220a4c79ce2d6c487922d299fdf050.jpg
297,"1 Plaid Black And White Fashion Crochet Breathable Portable Portable Mobile Phone Umbrella Cosmetics Book Open Ladies Handbag Vest Bag, Daily, Holiday, Commute, Shopping, Photography, Travel, Camping, Hiking, Back To School, Travel, Holiday, School Girls Girls Ladies Suitable For Four Seasons Bag Mother's Gift",SHEIN,"Free Returns ✓ Free Shipping✓. 1 Plaid Black And White Fashion Crochet Breathable Portable Portable Mobile Phone Umbrella Cosmetics Book Open Ladies Handbag Vest Bag, Daily, Holiday, Commute, Shopping, Photography, Travel, Camping, Hiking, Back To School, Travel, Holiday, School Girls Girls Ladies Suitable For Four Seasons Bag Mother's Gift- Women Tote Bags at SHEIN.","[{""name"":""Bags & Luggage"",""url"":""https://us.shein.com/Bags-Luggage-c-3637.html""},{""name"":""Women Bags"",""url"":""https://us.shein.com/Women-Bags-c-2043.html""},{""name"":""Women Tote Bags"",""url"":""https://us.shein.com/Women-Tote-Bags-c-2844.html""}]",13.2,12.3,USD,0.0,0,https://img.ltwebstatic.com/images3_spmp/2024/08/06/2d/1722924253444aeb06fd27dcf56722745eeb55cce9.jpg
298,"1pc Unique Crystal Studded Seahorse Design Brooch, Women's Casual Anti-Exposure Decorative Lapel Pin",SHEIN,"Free Returns ✓ Free Shipping✓. 1pc Unique Crystal Studded Seahorse Design Brooch, Women's Casual Anti-Exposure Decorative Lapel Pin- Women Brooch, Lapel Pin & Scarf Ring at SHEIN.","[{""name"":""Jewelry & Watches"",""url"":""https://us.shein.com/Jewelry-Watches-c-3634.html""},{""name"":""Women Fashion Jewelry"",""url"":""https://us.shein.com/Women-Fashion-Jewelry-c-3632.html""},{""name"":""Women Brooch, Lapel Pin & Scarf Ring"",""url"":""https://us.shein.com/Women-Brooch,-Lapel-Pin-Scarf-Ring-c-1777.html""}]",1.7,1.7,USD,0.0,0,https://img.ltwebstatic.com/images3_spmp/2024/07/23/a1/17217200271d171ab07176fe2b8126e5bf4995ba1a.jpg
299,"Women's Classic Color Contrast Spliced Tote Bag, Large Capacity Durable Lightweight Storage Shoulder Bags, Casual Versatile Commuting Work Sling Bag, Shopping Groceries Handbag For Daily Use, Fashion Valentine's Day Mother's Day Gifts",SHEIN,"Free Returns ✓ Free Shipping✓. Women's Classic Color Contrast Spliced Tote Bag, Large Capacity Durable Lightweight Storage Shoulder Bags, Casual Versatile Commuting Work Sling Bag, Shopping Groceries Handbag For Daily Use, Fashion Valentine's Day Mother's Day Gifts- Women Tote Bags at SHEIN.","[{""name"":""Bags & Luggage"",""url"":""https://us.shein.com/Bags-Luggage-c-3637.html""},{""name"":""Women Bags"",""url"":""https://us.shein.com/Women-Bags-c-2043.html""},{""name"":""Women Tote Bags"",""url"":""https://us.shein.com/Women-Tote-Bags-c-2844.html""}]",9.6,9.0,USD,0.0,0,https://img.ltwebstatic.com/images3_spmp/2024/04/10/60/1712712732d4bbcbaa491bd12df8bfe0c3f02248fa.jpg
300,"2024 New Crystal Petal Stud Earrings, Women High-End Luxury Delicate Earrings, Fashionable Trendy Earrings",SHEIN,"Free Returns ✓ Free Shipping✓. 2024 New Crystal Petal Stud Earrings, Women High-End Luxury Delicate Earrings, Fashionable Trendy Earrings- Women Stud Earrings at SHEIN.","[{""name"":""Jewelry & Watches"",""url"":""https://us.shein.com/Jewelry-Watches-c-3634.html""},{""name"":""Women Fashion Jewelry"",""url"":""https://us.shein.com/Women-Fashion-Jewelry-c-3632.html""},{""name"":""Women Earrings"",""url"":""https://us.shein.com/Women-Earrings-c-4202.html""},{""name"":""Women Stud Earrings"",""url"":""https://us.shein.com/Women-Stud-Earrings-c-4204.html""}]",1.8,1.8,USD,0.0,0,https://img.ltwebstatic.com/images3_spmp/2024/07/30/3d/172233276704d5c06c0d4be87231c9ea365ee1b1e4.jpg
301,"Halloween Decoration T-Rex Inflatable Costume For Adults - Perfect For Halloween, Stage Performances & Parties - Battery Operated (Aa), Polyester Inflatable Costumes For Adults",SHEIN,"Free Returns ✓ Free Shipping✓. Halloween Decoration T-Rex Inflatable Costume For Adults - Perfect For Halloween, Stage Performances & Parties - Battery Operated (Aa), Polyester Inflatable Costumes For Adults- Party Costumes & Sets at SHEIN.","[{""name"":""Toys & Games"",""url"":""https://us.shein.com/Toys-Games-c-4328.html""},{""name"":""Hobbies, Collections, Parties"",""url"":""https://us.shein.com/Hobbies,-Collections,-Parties-c-7163.html""},{""name"":""Party Dress Up"",""url"":""https://us.shein.com/Party-Dress-Up-c-7174.html""},{""name"":""Party Costumes & Sets"",""url"":""https://us.shein.com/Party-Costumes-Sets-c-7244.html""}]",41.59,41.59,USD,0.0,0,https://img.ltwebstatic.com/images3_spmp/2024/07/31/4e/1722414382c581b1a9db99d1538cdab21f29853c06_square.jpg
302,30Inch/80cm Dark Blue Universal Wig Extra Long Straight Hair Wig Heat Resistant Synthetic Wig Comfortable And Stylish Versatile Anime Cosplay Wig With Bangs For Halloween Carnival School Party Wig Straight Super Long Dark Blue Wig With A Long Fringe For Holiday Birthday Gift For Christmas Thanksgiving Day Decorations & 1pc Wig Cap,SHEIN,Free Returns ✓ Free Shipping✓. 30Inch/80cm Dark Blue Universal Wig Extra Long Straight Hair Wig Heat Resistant Synthetic Wig Comfortable And Stylish Versatile Anime Cosplay Wig With Bangs For Halloween Carnival School Party Wig Straight Super Long Dark Blue Wig With A Long Fringe For Holiday Birthday Gift For Christmas Thanksgiving Day Decorations & 1pc Wig Cap- Cosplay Wigs at SHEIN.,"[{""name"":""Beauty & Health"",""url"":""https://us.shein.com/30Inch/Beauty-Health-c-1864.html""},{""name"":""Wigs & Accs"",""url"":""https://us.shein.com/30Inch/Wigs-Accs-c-3644.html""},{""name"":""Synthetic Hair Wigs"",""url"":""https://us.shein.com/30Inch/Synthetic-Hair-Wigs-c-3838.html""},{""name"":""Cosplay Wigs"",""url"":""https://us.shein.com/30Inch/Cosplay-Wigs-c-9578.html""}]",12.9,9.39,USD,0.0,0,https://img.ltwebstatic.com/images3_spmp/2024/08/22/31/1724305375f0fc1b4ede10b06dc6ddbcbabf75f8f3.jpg
303,New Arrival Street Style Solid Color Shoulder/Hand/Crossbody Bag For Casual Outings,SHEIN,Free Returns ✓ Free Shipping✓. New Arrival Street Style Solid Color Shoulder/Hand/Crossbody Bag For Casual Outings- Women Top Handle Bags at SHEIN.,"[{""name"":""Bags & Luggage"",""url"":""https://us.shein.com/Bags-Luggage-c-3637.html""},{""name"":""Women Bags"",""url"":""https://us.shein.com/Women-Bags-c-2043.html""},{""name"":""Women Top Handle Bags"",""url"":""https://us.shein.com/Women-Top-Handle-Bags-c-2155.html""}]",12.5,9.38,USD,0.0,0,https://img.ltwebstatic.com/images3_spmp/2024/03/14/31/171038744412f7dac121244b9c38e14d0b600d21d2.jpg
304,Swimsuits For All Women's Plus Size Hollywood Colorblock Wrap Bikini Top,SHEIN,Free Returns ✓ Free Shipping✓. Swimsuits For All Women's Plus Size Hollywood Colorblock Wrap Bikini Top- Plus Size Bikini Tops at SHEIN.,"[{""name"":""Women Apparel"",""url"":""https://us.shein.com/Women-Apparel-c-4436.html""},{""name"":""Women Plus Clothing"",""url"":""https://us.shein.com/Women-Plus-Clothing-c-1888.html""},{""name"":""Women Plus Beachwear"",""url"":""https://us.shein.com/Women-Plus-Beachwear-c-3613.html""},{""name"":""Plus Size Bikini Tops"",""url"":""https://us.shein.com/Plus-Size-Bikini-Tops-c-2295.html""}]",68.0,28.66,USD,0.0,0,https://img.ltwebstatic.com/images3_spmp/2024/04/10/c6/17126841266b20d142a42b68c8cfb4dd805d827e0e_square.jpg
305,ROMWE Fairycore Personalized Cold Golden Green Sun Earrings,ROMWE,Free Returns ✓ Free Shipping✓. ROMWE Fairycore Personalized Cold Golden Green Sun Earrings- Women Dangle Earrings at SHEIN.,"[{""name"":""Jewelry & Watches"",""url"":""https://us.shein.com/Jewelry-Watches-c-3634.html""},{""name"":""Women Fashion Jewelry"",""url"":""https://us.shein.com/Women-Fashion-Jewelry-c-3632.html""},{""name"":""Women Earrings"",""url"":""https://us.shein.com/Women-Earrings-c-4202.html""},{""name"":""Women Dangle Earrings"",""url"":""https://us.shein.com/Women-Dangle-Earrings-c-1757.html""}]",1.6,1.6,USD,0.0,0,https://img.ltwebstatic.com/images3_pi/2024/07/01/5b/1719800072dce91a1f9862d832f6524eefe554b663_wk_shein.jpg
306,"14pcs/Set Fashionable Bohemian Style Heart Butterfly Shell Aircraft Coin Pendant Golden Anklet Set, Great For Summer Beach, Party, Date, Gift, Daily Wear",SHEIN,"Free Returns ✓ Free Shipping✓. 14pcs/Set Fashionable Bohemian Style Heart Butterfly Shell Aircraft Coin Pendant Golden Anklet Set, Great For Summer Beach, Party, Date, Gift, Daily Wear- Women Anklets at SHEIN.","[{""name"":""Jewelry & Watches"",""url"":""https://us.shein.com/Jewelry-Watches-c-3634.html""},{""name"":""Women Fashion Jewelry"",""url"":""https://us.shein.com/Women-Fashion-Jewelry-c-3632.html""},{""name"":""Women Foot Jewelry"",""url"":""https://us.shein.com/Women-Foot-Jewelry-c-9673.html""},{""name"":""Women Anklets"",""url"":""https://us.shein.com/Women-Anklets-c-4193.html""}]",4.2,3.07,USD,0.0,0,https://img.ltwebstatic.com/images3_spmp/2024/07/16/50/1721097296bab5ebd532ff254214cf8e3b5fc905fe.jpg
307,"1pc Unisex Silicone Strap Barrel-Shaped Quartz Wristwatch, Blue, Fashionable & Elegant, Lightweight For Daily Wear",SHEIN,"Free Returns ✓ Free Shipping✓. 1pc Unisex Silicone Strap Barrel-Shaped Quartz Wristwatch, Blue, Fashionable & Elegant, Lightweight For Daily Wear- Women Quartz Watches at SHEIN.","[{""name"":""Jewelry & Watches"",""url"":""https://us.shein.com/Jewelry-Watches-c-3634.html""},{""name"":""Women Watches"",""url"":""https://us.shein.com/Women-Watches-c-3029.html""},{""name"":""Women Quartz Watches"",""url"":""https://us.shein.com/Women-Quartz-Watches-c-1920.html""}]",3.1,3.1,USD,0.0,0,https://img.ltwebstatic.com/images3_spmp/2024/07/05/b2/172017148261236a287fa7c140e15baafc740f74bc_square.jpg
308,"ROMWE Fairycore 1pc Unique Cold Gold & -Shaped Earrings, Suitable For Women Daily Wear",ROMWE,"Free Returns ✓ Free Shipping✓. ROMWE Fairycore 1pc Unique Cold Gold & -Shaped Earrings, Suitable For Women Daily Wear- Women Dangle Earrings at SHEIN.","[{""name"":""Jewelry & Watches"",""url"":""https://us.shein.com/Jewelry-Watches-c-3634.html""},{""name"":""Women Fashion Jewelry"",""url"":""https://us.shein.com/Women-Fashion-Jewelry-c-3632.html""},{""name"":""Women Earrings"",""url"":""https://us.shein.com/Women-Earrings-c-4202.html""},{""name"":""Women Dangle Earrings"",""url"":""https://us.shein.com/Women-Dangle-Earrings-c-1757.html""}]",1.6,0.96,USD,0.0,0,https://img.ltwebstatic.com/images3_pi/2024/07/24/6e/172178879255727f70f8834e57ad5daf342edd45b2_wk_shein.jpg
309,"1 Set Of 10 Pieces -  Accessories - Cute High-End Masonry Shoe Decorations, Shoe Buckles And Shoe Flowers (Random Pattern)",SHEIN,"Free Returns ✓ Free Shipping✓. 1 Set Of 10 Pieces -  Accessories - Cute High-End Masonry Shoe Decorations, Shoe Buckles And Shoe Flowers (Random Pattern)- Shoes Accessories at SHEIN.","[{""name"":""Home & Living"",""url"":""https://us.shein.com/Home-Living-c-2032.html""},{""name"":""Household Merchandises"",""url"":""https://us.shein.com/Household-Merchandises-c-3989.html""},{""name"":""Daily Shoe Accessories"",""url"":""https://us.shein.com/Daily-Shoe-Accessories-c-11879.html""},{""name"":""Shoes Accessories"",""url"":""https://us.shein.com/Shoes-Accessories-c-11901.html""}]",2.2,1.1,USD,0.0,0,https://img.ltwebstatic.com/images3_spmp/2024/08/09/cf/172316903029dec361bdd1b951cb981dc2ecdf02e0.jpg
310,1 Piece Vintage Fabric Thousand Bird Check Top Shoulder Handbag Simple Zipper Closure Tote Bag For Women's Daily Casual And Travel Use,SHEIN,Free Returns ✓ Free Shipping✓. 1 Piece Vintage Fabric Thousand Bird Check Top Shoulder Handbag Simple Zipper Closure Tote Bag For Women's Daily Casual And Travel Use- Women Tote Bags at SHEIN.,"[{""name"":""Bags & Luggage"",""url"":""https://us.shein.com/Bags-Luggage-c-3637.html""},{""name"":""Women Bags"",""url"":""https://us.shein.com/Women-Bags-c-2043.html""},{""name"":""Women Tote Bags"",""url"":""https://us.shein.com/Women-Tote-Bags-c-2844.html""}]",8.0,6.0,USD,0.0,0,https://img.ltwebstatic.com/images3_spmp/2023/10/25/2f/169823780925ccf5340c36d91ac1af97054cafaa28.jpg
311,"1 Set Simple & Fashionable Gold-Color Adjustable Open Bangle And Necklace Suit, Elegant Gift For Women",SHEIN,"Free Returns ✓ Free Shipping✓. 1 Set Simple & Fashionable Gold-Color Adjustable Open Bangle And Necklace Suit, Elegant Gift For Women- Women Jewelry Sets at SHEIN.","[{""name"":""Jewelry & Watches"",""url"":""https://us.shein.com/Jewelry-Watches-c-3634.html""},{""name"":""Women Fashion Jewelry"",""url"":""https://us.shein.com/Women-Fashion-Jewelry-c-3632.html""},{""name"":""Women Jewelry Sets"",""url"":""https://us.shein.com/Women-Jewelry-Sets-c-1756.html""}]",2.4,2.4,USD,0.0,0,https://img.ltwebstatic.com/images3_spmp/2024/08/16/17/17238022916e12f1383a14659a5dced4fb7292101f.jpg
312,ROMWE Fairycore Personality Cool Gold-Color Green Sun-Shaped Earrings,ROMWE,Free Returns ✓ Free Shipping✓. ROMWE Fairycore Personality Cool Gold-Color Green Sun-Shaped Earrings- Women Dangle Earrings at SHEIN.,"[{""name"":""Jewelry & Watches"",""url"":""https://us.shein.com/Jewelry-Watches-c-3634.html""},{""name"":""Women Fashion Jewelry"",""url"":""https://us.shein.com/Women-Fashion-Jewelry-c-3632.html""},{""name"":""Women Earrings"",""url"":""https://us.shein.com/Women-Earrings-c-4202.html""},{""name"":""Women Dangle Earrings"",""url"":""https://us.shein.com/Women-Dangle-Earrings-c-1757.html""}]",1.6,1.6,USD,0.0,0,https://img.ltwebstatic.com/images3_pi/2024/07/01/89/171980010840ba61664b70fc8a96c7cb569106cf89_wk_shein.jpg
313,ROMWE Fairycore 1pc Unique Cold Gold & Green Sunshape Dangle Earring,ROMWE,Free Returns ✓ Free Shipping✓. ROMWE Fairycore 1pc Unique Cold Gold & Green Sunshape Dangle Earring- Women Dangle Earrings at SHEIN.,"[{""name"":""Jewelry & Watches"",""url"":""https://us.shein.com/Jewelry-Watches-c-3634.html""},{""name"":""Women Fashion Jewelry"",""url"":""https://us.shein.com/Women-Fashion-Jewelry-c-3632.html""},{""name"":""Women Earrings"",""url"":""https://us.shein.com/Women-Earrings-c-4202.html""},{""name"":""Women Dangle Earrings"",""url"":""https://us.shein.com/Women-Dangle-Earrings-c-1757.html""}]",1.6,0.96,USD,0.0,0,https://img.ltwebstatic.com/images3_pi/2024/07/24/40/17217888796677de4d6d499a1113004e82604bac1b_wk_shein.jpg
314,ROMWE Fairycore Stylish Gold & Green Sun Shaped Earrings,ROMWE,Free Returns ✓ Free Shipping✓. ROMWE Fairycore Stylish Gold & Green Sun Shaped Earrings- Women Dangle Earrings at SHEIN.,"[{""name"":""Jewelry & Watches"",""url"":""https://us.shein.com/Jewelry-Watches-c-3634.html""},{""name"":""Women Fashion Jewelry"",""url"":""https://us.shein.com/Women-Fashion-Jewelry-c-3632.html""},{""name"":""Women Earrings"",""url"":""https://us.shein.com/Women-Earrings-c-4202.html""},{""name"":""Women Dangle Earrings"",""url"":""https://us.shein.com/Women-Dangle-Earrings-c-1757.html""}]",1.6,1.6,USD,0.0,0,https://img.ltwebstatic.com/images3_pi/2024/07/01/5f/171980007598a90445ab31450766d1252be7bb9b63_wk_shein.jpg
315,"36pcs Shirt Anti-Exposure Paste Strips, Invisible Shoulder Strap Clips For Shirt,Dress,Blouse",SHEIN,"Free Returns ✓ Free Shipping✓. 36pcs Shirt Anti-Exposure Paste Strips, Invisible Shoulder Strap Clips For Shirt,Dress,Blouse- Clothing Anti-Slip Accessories at SHEIN.","[{""name"":""Home & Living"",""url"":""https://us.shein.com/Home-Living-c-2032.html""},{""name"":""Home Essentials"",""url"":""https://us.shein.com/Home-Essentials-c-1959.html""},{""name"":""Body Care Tools"",""url"":""https://us.shein.com/Body-Care-Tools-c-9053.html""},{""name"":""Clothing Anti-Slip Accessories"",""url"":""https://us.shein.com/Clothing-Anti-Slip-Accessories-c-9061.html""}]",1.2,1.2,USD,0.0,0,https://img.ltwebstatic.com/images3_spmp/2024/08/02/db/1722585676fc2359a397c3ac2b9eb2de71e6c6a00d.jpg
316,"1set Minimalist Elegant Adjustable Gold-Tone Bangle Choker Jewelry Set, Women Holiday Gift",SHEIN,"Free Returns ✓ Free Shipping✓. 1set Minimalist Elegant Adjustable Gold-Tone Bangle Choker Jewelry Set, Women Holiday Gift- Women Jewelry Sets at SHEIN.","[{""name"":""Jewelry & Watches"",""url"":""https://us.shein.com/Jewelry-Watches-c-3634.html""},{""name"":""Women Fashion Jewelry"",""url"":""https://us.shein.com/Women-Fashion-Jewelry-c-3632.html""},{""name"":""Women Jewelry Sets"",""url"":""https://us.shein.com/Women-Jewelry-Sets-c-1756.html""}]",3.0,3.0,USD,0.0,0,https://img.ltwebstatic.com/images3_spmp/2024/07/30/4d/17223326804181ae7d82477db7c28c2320147d08c5.jpg
317,"Sweet Zirconia Starfish Bow Earrings, Fashionable And Niche Temperament, High-End Earrings For Women",SHEIN,"Free Returns ✓ Free Shipping✓. Sweet Zirconia Starfish Bow Earrings, Fashionable And Niche Temperament, High-End Earrings For Women- Women Stud Earrings at SHEIN.","[{""name"":""Jewelry & Watches"",""url"":""https://us.shein.com/Jewelry-Watches-c-3634.html""},{""name"":""Women Fashion Jewelry"",""url"":""https://us.shein.com/Women-Fashion-Jewelry-c-3632.html""},{""name"":""Women Earrings"",""url"":""https://us.shein.com/Women-Earrings-c-4202.html""},{""name"":""Women Stud Earrings"",""url"":""https://us.shein.com/Women-Stud-Earrings-c-4204.html""}]",3.5,3.26,USD,0.0,0,https://img.ltwebstatic.com/images3_spmp/2024/08/13/8d/1723510665dc4c12429ef56d83957a4b26063612ea.jpg
318,"1 Set Of Fashionable And Popular 2024 New Pearl Earrings, Female Earrings Set, Simple And Classic, Versatile Pearl Set Of Different Sizes, Suitable For Women's Daily Wear",SHEIN,"Free Returns ✓ Free Shipping✓. 1 Set Of Fashionable And Popular 2024 New Pearl Earrings, Female Earrings Set, Simple And Classic, Versatile Pearl Set Of Different Sizes, Suitable For Women's Daily Wear- Women Earring Sets at SHEIN.","[{""name"":""Jewelry & Watches"",""url"":""https://us.shein.com/Jewelry-Watches-c-3634.html""},{""name"":""Women Fashion Jewelry"",""url"":""https://us.shein.com/Women-Fashion-Jewelry-c-3632.html""},{""name"":""Women Earrings"",""url"":""https://us.shein.com/Women-Earrings-c-4202.html""},{""name"":""Women Earring Sets"",""url"":""https://us.shein.com/Women-Earring-Sets-c-4207.html""}]",1.9,1.62,USD,0.0,0,https://img.ltwebstatic.com/images3_spmp/2024/07/17/f7/17211796839eeba5a75e066a83a5f692a997fe029a.jpg
319,32 Pcs Assorted Christmas Nipple Covers Sexy Xmas Nipple Pasties Disposable  Breast Sticker Sexy Lingerie Accessories,SHEIN,Free Returns ✓ Free Shipping✓. 32 Pcs Assorted Christmas Nipple Covers Sexy Xmas Nipple Pasties Disposable  Breast Sticker Sexy Lingerie Accessories- Sexy Lingerie Accessories at SHEIN.,"[{""name"":""Beauty & Health"",""url"":""https://us.shein.com/Beauty-Health-c-1864.html""},{""name"":""Sexual Wellness"",""url"":""https://us.shein.com/Sexual-Wellness-c-4451.html""},{""name"":""Sexy Lingerie Accessories"",""url"":""https://us.shein.com/Sexy-Lingerie-Accessories-c-9634.html""}]",10.7,9.4,USD,0.0,0,https://img.ltwebstatic.com/images3_spmp/2024/08/12/ef/1723454274e981fd2943d08c78ffe079f94933933e_square.jpg
320,"1pc Ultra-Thin Colored Sexy Stockings, Sheer Candy Colors Tights, Anti-Hook, Slimming Bodystocking For Date Nights",SHEIN,"Free Returns ✓ Free Shipping✓. 1pc Ultra-Thin Colored Sexy Stockings, Sheer Candy Colors Tights, Anti-Hook, Slimming Bodystocking For Date Nights- Women Tights at SHEIN.","[{""name"":""Underwear & Sleepwear"",""url"":""https://us.shein.com/Underwear-Sleepwear-c-2038.html""},{""name"":""Women Socks & Hosiery"",""url"":""https://us.shein.com/Women-Socks-Hosiery-c-3627.html""},{""name"":""Women Tights"",""url"":""https://us.shein.com/Women-Tights-c-3290.html""}]",2.3,1.8,USD,0.0,0,https://img.ltwebstatic.com/images3_spmp/2024/06/18/2c/171869535337021a48be00dcf2f0084132603363df.jpg
321,2pcs Women's Khaki Wave & Bowknot Decor Beach Sun Hat And Crossbody Woven Bag Set Boho,SHEIN,Free Returns ✓ Free Shipping✓. 2pcs Women's Khaki Wave & Bowknot Decor Beach Sun Hat And Crossbody Woven Bag Set Boho- Women Hat set at SHEIN.,"[{""name"":""Apparel Accessories"",""url"":""https://us.shein.com/Women%27s-Khaki-Colored-Wave-Design-Bowknot-Straw-Beach-Sun-Hat-And-Crossbody-Woven-Straw-Bag,-2pcs/Apparel-Accessories-c-3631.html""},{""name"":""Women Accessories"",""url"":""https://us.shein.com/Women%27s-Khaki-Colored-Wave-Design-Bowknot-Straw-Beach-Sun-Hat-And-Crossbody-Woven-Straw-Bag,-2pcs/Women-Accessories-c-1765.html""},{""name"":""Women Hats"",""url"":""https://us.shein.com/Women%27s-Khaki-Colored-Wave-Design-Bowknot-Straw-Beach-Sun-Hat-And-Crossbody-Woven-Straw-Bag,-2pcs/Women-Hats-c-3630.html""},{""name"":""Women Hat set"",""url"":""https://us.shein.com/Women%27s-Khaki-Colored-Wave-Design-Bowknot-Straw-Beach-Sun-Hat-And-Crossbody-Woven-Straw-Bag,-2pcs/Women-Hat-set-c-5894.html""}]",9.5,3.97,USD,0.0,0,https://img.ltwebstatic.com/images3_spmp/2023/07/17/1689561122a2cac9e38c95922c4d7d4459f0108399.jpg
322,"Vintage Metal Large Frame Fashion Glasses For Men And Women, Trendy Everyday/Holiday Party Eyewear",SHEIN,"Free Returns ✓ Free Shipping✓. Vintage Metal Large Frame Fashion Glasses For Men And Women, Trendy Everyday/Holiday Party Eyewear- Women Fashion Glasses at SHEIN.","[{""name"":""Apparel Accessories"",""url"":""https://us.shein.com/Apparel-Accessories-c-3631.html""},{""name"":""Women Accessories"",""url"":""https://us.shein.com/Women-Accessories-c-1765.html""},{""name"":""Women Glasses & Eyewear Accessories"",""url"":""https://us.shein.com/Women-Glasses-Eyewear-Accessories-c-2841.html""},{""name"":""Women Fashion Glasses"",""url"":""https://us.shein.com/Women-Fashion-Glasses-c-1770.html""}]",4.5,4.3,USD,0.0,0,https://img.ltwebstatic.com/images3_spmp/2024/07/18/bb/1721272853702929336da5cb411f1bd4e586608a0f.jpg
323,"35pcs Gold Color Hair Scrunchies Set, Women Y2K Hippie Boho Hair Clips, Decorative Accessories, Party Gift Hair Braid Rings",SHEIN,"Free Returns ✓ Free Shipping✓. 35pcs Gold Color Hair Scrunchies Set, Women Y2K Hippie Boho Hair Clips, Decorative Accessories, Party Gift Hair Braid Rings- Women Braid Rings at SHEIN.","[{""name"":""Jewelry & Watches"",""url"":""https://us.shein.com/Jewelry-Watches-c-3634.html""},{""name"":""Women Fashion Jewelry"",""url"":""https://us.shein.com/Women-Fashion-Jewelry-c-3632.html""},{""name"":""Women Head & Face Jewelry"",""url"":""https://us.shein.com/Women-Head-Face-Jewelry-c-6239.html""},{""name"":""Women Braid Rings"",""url"":""https://us.shein.com/Women-Braid-Rings-c-6242.html""}]",1.7,1.7,USD,0.0,0,https://img.ltwebstatic.com/images3_spmp/2024/07/08/9a/1720419055e261c47da5d8c37f3bcd67eed887f445.jpg
324,New Trendy Detachable Hand-Made Shiny Fabric Bow Pearls Shoe Clips Accessories For High Heels & Sandals,SHEIN,Free Returns ✓ Free Shipping✓. New Trendy Detachable Hand-Made Shiny Fabric Bow Pearls Shoe Clips Accessories For High Heels & Sandals- Shoe Decorations at SHEIN.,"[{""name"":""Shoes"",""url"":""https://us.shein.com/Shoes-c-3636.html""},{""name"":""Shoe Accessories"",""url"":""https://us.shein.com/Shoe-Accessories-c-4803.html""},{""name"":""Shoe DIY Decorations"",""url"":""https://us.shein.com/Shoe-DIY-Decorations-c-11515.html""},{""name"":""Shoe Decorations"",""url"":""https://us.shein.com/Shoe-Decorations-c-4825.html""}]",3.2,3.0,USD,0.0,0,https://img.ltwebstatic.com/images3_spmp/2024/07/21/b7/1721567642974359eb702c4c40942e225d5a5c2445.jpg
